🇨🇳｜河南联通,#genre#
ipanda,http://donghui.x3322.net:8888/udp/239.253.254.237:8000
海洋频道,http://donghui.x3322.net:8888/udp/239.253.254.67:8000
甘肃卫视,http://donghui.x3322.net:8888/udp/239.253.254.74:8000
中华特产,http://donghui.x3322.net:8888/udp/239.253.254.76:8000
CETV4,http://donghui.x3322.net:8888/udp/239.253.254.116:8000
金鹰卡通,http://donghui.x3322.net:8888/udp/239.253.254.117:8000
四海钓鱼,http://donghui.x3322.net:8888/udp/239.253.254.118:8000
纪实人文,http://donghui.x3322.net:8888/udp/239.253.254.120:8000
延边卫视,http://donghui.x3322.net:8888/udp/239.253.254.121:8000
梨园频道,http://donghui.x3322.net:8888/udp/239.253.254.139:8000
武术频道,http://donghui.x3322.net:8888/udp/239.253.254.140:8000
文物宝库.http://donghui.x3322.net:8888/udp/239.253.254.141:8000
精彩影视,http://donghui.x3322.net:8888/udp/239.253.254.142:8000
茶频道,http://donghui.x3322.net:8888/udp/239.253.254.143:8000
快乐垂钓,http://donghui.x3322.net:8888/udp/239.253.254.144:8000
先锋乒羽,http://donghui.x3322.net:8888/udp/239.253.254.145:8000
书画频道,http://donghui.x3322.net:8888/udp/239.253.254.146:8000
财富天下,http://donghui.x3322.net:8888/udp/239.253.254.147:8000
家庭理财,http://donghui.x3322.net:8888/udp/239.253.254.148:8000
新动漫,http://donghui.x3322.net:8888/udp/239.253.254.149:8000
吉林卫视,http://donghui.x3322.net:8888/udp/239.253.254.173:8000
中国交通,http://donghui.x3322.net:8888/udp/239.253.254.177:8000
都市频道,http://donghui.x3322.net:8888/udp/239.253.254.178:8000



🇨🇳｜饭太硬,#genre#

CCTV1,http://42.57.170.12:9007/rtp/232.0.0.27:1234
CCTV1,http://123.113.14.115:8012/rtp/239.3.1.129:8008
CCTV1,http://123.113.187.204:8000/rtp/239.3.1.129:8008
CCTV1,http://123.117.36.74:4001/rtp/239.3.1.129:8008
CCTV1,http://123.113.237.160:8888/rtp/239.3.1.129:8008
CCTV1,http://111.196.191.248:5555/rtp/239.3.1.129:8008
CCTV1,http://221.219.65.6:4000/rtp/239.3.1.129:8008
CCTV1,http://175.150.152.34:9007/rtp/232.0.0.27:1234
CCTV1,http://123.113.249.203:8888/rtp/239.3.1.129:8008
CCTV1,http://111.193.238.245:8888/rtp/239.3.1.129:8008
CCTV1,http://115.171.216.91:4000/udp/225.1.8.1:8008
CCTV1,http://115.171.216.91:4000/udp/225.1.8.101:8080
CCTV2,http://42.57.170.12:9007/rtp/232.0.0.135:1234
CCTV2,http://123.113.14.115:8012/rtp/239.3.1.60:8084
CCTV2,http://111.193.238.245:8888/rtp/239.3.1.60:8084
CCTV2,http://123.113.187.204:8000/rtp/239.3.1.60:8084
CCTV2,http://221.219.65.6:4000/rtp/239.3.1.60:8084
CCTV2,http://111.196.191.248:5555/rtp/239.3.1.60:8084
CCTV2,http://175.150.152.34:9007/rtp/232.0.0.135:1234
CCTV2,http://123.113.237.160:8888/rtp/239.3.1.60:8084
CCTV2,http://115.171.216.91:4000/udp/225.1.8.2:8084
CCTV2,http://115.171.216.91:4000/udp/225.1.8.102:8004
CCTV3,http://123.113.14.115:8012/rtp/239.3.1.172:8001
CCTV3,http://221.219.65.6:4000/rtp/239.3.1.172:8001
CCTV3,http://111.196.191.248:5555/rtp/239.3.1.172:8001
CCTV3,http://123.117.36.74:4001/rtp/239.3.1.172:8001
CCTV3,http://123.113.237.160:8888/rtp/239.3.1.172:8001
CCTV3,http://111.193.238.245:8888/rtp/239.3.1.172:8001
CCTV3,http://123.113.249.203:8888/rtp/239.3.1.172:8001
CCTV3,http://115.171.216.91:4000/udp/225.1.8.92:8000
CCTV4,http://123.113.14.115:8012/rtp/239.3.1.105:8092
CCTV4,http://221.219.65.6:4000/rtp/239.3.1.105:8092
CCTV4,http://123.113.187.204:8000/rtp/239.3.1.105:8092
CCTV4,http://123.117.36.74:4001/rtp/239.3.1.105:8092
CCTV4,http://111.196.191.248:5555/rtp/239.3.1.105:8092
CCTV4,http://111.193.238.245:8888/rtp/239.3.1.105:8092
CCTV4,http://123.113.249.203:8888/rtp/239.3.1.105:8092
CCTV4,http://123.113.237.160:8888/rtp/239.3.1.105:8092
CCTV4,http://115.171.216.91:4000/udp/225.1.8.4:8092
CCTV4欧洲,http://42.57.170.12:9007/rtp/232.0.0.53:1234
CCTV4欧洲,http://221.219.65.6:4000/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.187.204:8000/rtp/239.3.1.213:4220
CCTV4欧洲,http://111.196.191.248:5555/rtp/239.3.1.213:4220
CCTV4欧洲,http://111.193.238.245:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.117.36.74:4001/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.14.115:8012/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.237.160:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.249.203:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://175.150.152.34:9007/rtp/232.0.0.53:1234
CCTV4美洲,http://42.57.170.12:9007/rtp/232.0.0.59:1234
CCTV4美洲,http://123.113.14.115:8012/rtp/239.3.1.214:4220
CCTV4美洲,http://123.113.187.204:8000/rtp/239.3.1.214:4220
CCTV4美洲,http://111.196.191.248:5555/rtp/239.3.1.214:4220
CCTV4美洲,http://111.193.238.245:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://221.219.65.6:4000/rtp/239.3.1.214:4220
CCTV4美洲,http://123.117.36.74:4001/rtp/239.3.1.214:4220
CCTV4美洲,http://123.113.237.160:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://123.113.249.203:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://175.150.152.34:9007/rtp/232.0.0.59:1234
CCTV5,http://42.57.170.12:9007/rtp/232.0.0.171:1234
CCTV5,http://175.150.152.34:9007/rtp/232.0.0.171:1234
CCTV5,http://123.113.14.115:8012/rtp/239.3.1.173:8001
CCTV5,http://123.113.187.204:8000/rtp/239.3.1.173:8001
CCTV5,http://111.196.191.248:5555/rtp/239.3.1.173:8001
CCTV5,http://123.117.36.74:4001/rtp/239.3.1.173:8001
CCTV5,http://221.219.65.6:4000/rtp/239.3.1.173:8001
CCTV5,http://111.193.238.245:8888/rtp/239.3.1.173:8001
CCTV5,http://123.113.249.203:8888/rtp/239.3.1.173:8001
CCTV5,http://123.113.237.160:8888/rtp/239.3.1.173:8001
CCTV5,http://115.171.216.91:4000/udp/225.1.8.89:8000
CCTV5,http://115.171.216.91:4000/udp/225.1.8.93:8000
CCTV5+,http://123.113.14.115:8012/rtp/239.3.1.130:8004
CCTV5+,http://123.113.187.204:8000/rtp/239.3.1.130:8004
CCTV5+,http://111.196.191.248:5555/rtp/239.3.1.130:8004
CCTV5+,http://111.193.238.245:8888/rtp/239.3.1.130:8004
CCTV5+,http://123.117.36.74:4001/rtp/239.3.1.130:8004
CCTV5+,http://221.219.65.6:4000/rtp/239.3.1.130:8004
CCTV5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004
CCTV5+,http://115.171.216.91:4000/udp/225.1.8.20:8004
CCTV5+,http://123.113.249.203:8888/rtp/239.3.1.130:8004
CCTV6,http://123.113.187.204:8000/rtp/239.3.1.174:8001
CCTV6,http://123.117.36.74:4001/rtp/239.3.1.174:8001
CCTV6,http://221.219.65.6:4000/rtp/239.3.1.174:8001
CCTV6,http://111.196.191.248:5555/rtp/239.3.1.174:8001
CCTV6,http://123.113.249.203:8888/rtp/239.3.1.174:8001
CCTV6,http://115.171.216.91:4000/udp/225.1.8.84:8000
CCTV6,http://123.113.237.160:8888/rtp/239.3.1.174:8001
CCTV6,http://111.193.238.245:8888/rtp/239.3.1.174:8001
CCTV6,http://115.171.216.91:4000/udp/225.1.8.90:8000
CCTV7,http://42.57.170.12:9007/rtp/232.0.0.136:1234
CCTV7,http://123.113.14.115:8012/rtp/239.3.1.61:8104
CCTV7,http://123.113.187.204:8000/rtp/239.3.1.61:8104
CCTV7,http://111.196.191.248:5555/rtp/239.3.1.61:8104
CCTV7,http://111.193.238.245:8888/rtp/239.3.1.61:8104
CCTV7,http://221.219.65.6:4000/rtp/239.3.1.61:8104
CCTV7,http://115.171.216.91:4000/udp/225.1.8.7:8104
CCTV7,http://123.113.237.160:8888/rtp/239.3.1.61:8104
CCTV7,http://123.117.36.74:4001/rtp/239.3.1.61:8104
CCTV7,http://123.113.249.203:8888/rtp/239.3.1.61:8104
CCTV7,http://115.171.216.91:4000/udp/225.1.8.107:8024
CCTV8,http://123.113.14.115:8012/rtp/239.3.1.175:8001
CCTV8,http://123.113.187.204:8000/rtp/239.3.1.175:8001
CCTV8,http://111.196.191.248:5555/rtp/239.3.1.175:8001
CCTV8,http://221.219.65.6:4000/rtp/239.3.1.175:8001
CCTV8,http://123.117.36.74:4001/rtp/239.3.1.175:8001
CCTV8,http://111.193.238.245:8888/rtp/239.3.1.175:8001
CCTV8,http://123.113.249.203:8888/rtp/239.3.1.175:8001
CCTV8,http://123.113.237.160:8888/rtp/239.3.1.175:8001
CCTV8,http://115.171.216.91:4000/udp/225.1.8.85:8000
CCTV9,http://123.113.14.115:8012/rtp/239.3.1.62:8112
CCTV9,http://123.113.187.204:8000/rtp/239.3.1.62:8112
CCTV9,http://111.196.191.248:5555/rtp/239.3.1.62:8112
CCTV9,http://123.117.36.74:4001/rtp/239.3.1.62:8112
CCTV9,http://221.219.65.6:4000/rtp/239.3.1.62:8112
CCTV9,http://111.193.238.245:8888/rtp/239.3.1.62:8112
CCTV9,http://123.113.237.160:8888/rtp/239.3.1.62:8112
CCTV9,http://123.113.249.203:8888/rtp/239.3.1.62:8112
CCTV9,http://115.171.216.91:4000/udp/225.1.8.9:8112
CCTV9,http://115.171.216.91:4000/udp/225.1.8.109:8032
CCTV10,http://123.113.14.115:8012/rtp/239.3.1.63:8116
CCTV10,http://123.113.237.160:8888/rtp/239.3.1.63:8116
CCTV10,http://123.113.187.204:8000/rtp/239.3.1.63:8116
CCTV10,http://111.196.191.248:5555/rtp/239.3.1.63:8116
CCTV10,http://123.117.36.74:4001/rtp/239.3.1.63:8116
CCTV10,http://221.219.65.6:4000/rtp/239.3.1.63:8116
CCTV10,http://115.171.216.91:4000/udp/225.1.8.10:8116
CCTV10,http://111.193.238.245:8888/rtp/239.3.1.63:8116
CCTV10,http://123.113.249.203:8888/rtp/239.3.1.63:8116
CCTV11,http://123.113.14.115:8012/rtp/239.3.1.152:8120
CCTV11,http://123.117.36.74:4001/rtp/239.3.1.152:8120
CCTV11,http://123.113.187.204:8000/rtp/239.3.1.152:8120
CCTV11,http://111.196.191.248:5555/rtp/239.3.1.152:8120
CCTV11,http://221.219.65.6:4000/rtp/239.3.1.152:8120
CCTV11,http://111.193.238.245:8888/rtp/239.3.1.152:8120
CCTV11,http://123.113.249.203:8888/rtp/239.3.1.152:8120
CCTV11,http://123.113.237.160:8888/rtp/239.3.1.152:8120
CCTV11,http://115.171.216.91:4000/udp/225.1.8.73:8120
CCTV12,http://123.113.187.204:8000/rtp/239.3.1.64:8124
CCTV12,http://111.196.191.248:5555/rtp/239.3.1.64:8124
CCTV12,http://123.117.36.74:4001/rtp/239.3.1.64:8124
CCTV12,http://221.219.65.6:4000/rtp/239.3.1.64:8124
CCTV12,http://111.193.238.245:8888/rtp/239.3.1.64:8124
CCTV12,http://123.113.237.160:8888/rtp/239.3.1.64:8124
CCTV12,http://115.171.216.91:4000/udp/225.1.8.12:8124
CCTV12,http://123.113.249.203:8888/rtp/239.3.1.64:8124
CCTV12,http://115.171.216.91:4000/udp/225.1.8.112:8232
CCTV13,http://42.57.170.12:9007/rtp/232.0.0.15:1234
CCTV13,http://123.113.14.115:8012/rtp/239.3.1.124:8128
CCTV13,http://111.196.191.248:5555/rtp/239.3.1.124:8128
CCTV13,http://123.117.36.74:4001/rtp/239.3.1.124:8128
CCTV13,http://123.113.187.204:8000/rtp/239.3.1.124:8128
CCTV13,http://175.150.152.34:9007/rtp/232.0.0.15:1234
CCTV13,http://221.219.65.6:4000/rtp/239.3.1.124:8128
CCTV13,http://111.193.238.245:8888/rtp/239.3.1.124:8128
CCTV13,http://123.113.237.160:8888/rtp/239.3.1.124:8128
CCTV13,http://115.171.216.91:4000/udp/225.1.8.168:8130
CCTV13,http://123.113.249.203:8888/rtp/239.3.1.124:8128
CCTV13,http://115.171.216.91:4000/udp/225.1.1.10:8128
CCTV13,http://115.171.216.91:4000/udp/225.1.8.113:8264
CCTV14,http://123.113.187.204:8000/rtp/239.3.1.65:8132
CCTV14,http://123.117.36.74:4001/rtp/239.3.1.65:8132
CCTV14,http://221.219.65.6:4000/rtp/239.3.1.65:8132
CCTV14,http://123.113.237.160:8888/rtp/239.3.1.65:8132
CCTV14,http://111.196.191.248:5555/rtp/239.3.1.65:8132
CCTV14,http://115.171.216.91:4000/udp/225.1.8.14:8132
CCTV14,http://123.113.249.203:8888/rtp/239.3.1.65:8132
CCTV14,http://111.193.238.245:8888/rtp/239.3.1.65:8132
CCTV15,http://111.196.191.248:5555/rtp/239.3.1.153:8136
CCTV15,http://123.117.36.74:4001/rtp/239.3.1.153:8136
CCTV15,http://221.219.65.6:4000/rtp/239.3.1.153:8136
CCTV15,http://111.193.238.245:8888/rtp/239.3.1.153:8136
CCTV15,http://123.113.249.203:8888/rtp/239.3.1.153:8136
CCTV15,http://123.113.237.160:8888/rtp/239.3.1.153:8136
CCTV15,http://115.171.216.91:4000/udp/225.1.8.74:8136
CCTV15,http://115.171.216.91:4000/udp/225.1.8.115:8052
CCTV16,http://123.113.187.204:8000/rtp/239.3.1.184:8001
CCTV16,http://111.196.191.248:5555/rtp/239.3.1.184:8001
CCTV16,http://111.193.238.245:8888/rtp/239.3.1.184:8001
CCTV16,http://123.117.36.74:4001/rtp/239.3.1.184:8001
CCTV16,http://221.219.65.6:4000/rtp/239.3.1.184:8001
CCTV16,http://123.113.237.160:8888/rtp/239.3.1.184:8001
CCTV16,http://123.113.249.203:8888/rtp/239.3.1.184:8001
CCTV17,http://123.113.187.204:8000/rtp/239.3.1.151:8144
CCTV17,http://111.196.191.248:5555/rtp/239.3.1.151:8144
CCTV17,http://111.193.238.245:8888/rtp/239.3.1.151:8144
CCTV17,http://123.117.36.74:4001/rtp/239.3.1.151:8144
CCTV17,http://221.219.65.6:4000/rtp/239.3.1.151:8144
CCTV17,http://115.171.216.91:4000/udp/225.1.8.17:8144
CCTV17,http://123.113.249.203:8888/rtp/239.3.1.151:8144
CCTV17,http://123.113.237.160:8888/rtp/239.3.1.151:8144
CCTV17,http://115.171.216.91:4000/udp/225.1.8.117:8064
CCTV怀旧剧场,http://42.57.170.12:9007/rtp/232.0.0.38:1234
CCTV怀旧剧场,http://175.150.152.34:9007/rtp/232.0.0.38:1234
CCTV风云剧场,http://42.57.170.12:9007/rtp/232.0.0.45:1234
CCTV风云剧场,http://175.150.152.34:9007/rtp/232.0.0.45:1234
三沙卫视,http://123.113.187.204:8000/rtp/239.3.1.155:4120
三沙卫视,http://111.193.238.245:8888/rtp/239.3.1.155:4120
三沙卫视,http://123.113.237.160:8888/rtp/239.3.1.155:4120
三沙卫视,http://115.171.216.91:4000/udp/225.1.8.78:4120
三沙卫视,http://111.196.191.248:5555/rtp/239.3.1.155:4120
三沙卫视,http://123.117.36.74:4001/rtp/239.3.1.155:4120
三沙卫视,http://221.219.65.6:4000/rtp/239.3.1.155:4120
东南卫视,http://123.113.249.203:8888/rtp/239.3.1.156:8148
东南卫视,http://111.193.238.245:8888/rtp/239.3.1.156:8148
东南卫视,http://221.219.65.6:4000/rtp/239.3.1.156:8148
东南卫视,http://123.113.237.160:8888/rtp/239.3.1.156:8148
东南卫视,http://111.196.191.248:5555/rtp/239.3.1.156:8148
东南卫视,http://115.171.216.91:4000/udp/225.1.8.79:8148
东方卫视,http://123.113.14.115:8012/rtp/239.3.1.136:8032
东方卫视,http://123.113.187.204:8000/rtp/239.3.1.136:8032
东方卫视,http://111.196.191.248:5555/rtp/239.3.1.136:8032
东方卫视,http://111.193.238.245:8888/rtp/239.3.1.136:8032
东方卫视,http://123.117.36.74:4001/rtp/239.3.1.136:8032
东方卫视,http://221.219.65.6:4000/rtp/239.3.1.136:8032
东方卫视,http://123.113.237.160:8888/rtp/239.3.1.136:8032
东方卫视,http://115.171.216.91:4000/udp/225.1.8.45:8032
东方卫视,http://123.113.249.203:8888/rtp/239.3.1.136:8032
云南卫视,http://123.113.237.160:8888/rtp/239.3.1.26:8108
云南卫视,http://115.171.216.91:4000/udp/225.1.8.139:8108
云南卫视,http://123.113.187.204:8000/rtp/239.3.1.26:8108
云南卫视,http://111.196.191.248:5555/rtp/239.3.1.26:8108
云南卫视,http://111.193.238.245:8888/rtp/239.3.1.26:8108
云南卫视,http://123.117.36.74:4001/rtp/239.3.1.26:8108
云南卫视,http://221.219.65.6:4000/rtp/239.3.1.26:8108
云南卫视,http://123.113.249.203:8888/rtp/239.3.1.26:8108
兵团卫视,http://123.113.237.160:8888/rtp/239.3.1.144:4120
兵团卫视,http://123.113.187.204:8000/rtp/239.3.1.144:4120
兵团卫视,http://123.117.36.74:4001/rtp/239.3.1.144:4120
兵团卫视,http://221.219.65.6:4000/rtp/239.3.1.144:4120
兵团卫视,http://42.57.170.12:9007/rtp/232.0.0.67:1234
内蒙卫视,http://115.171.216.91:4000/udp/225.1.8.156:8176
内蒙卫视,http://123.113.187.204:8000/rtp/239.3.1.43:8176
内蒙卫视,http://111.196.191.248:5555/rtp/239.3.1.43:8176
内蒙卫视,http://111.193.238.245:8888/rtp/239.3.1.43:8176
内蒙卫视,http://123.117.36.74:4001/rtp/239.3.1.43:8176
内蒙卫视,http://221.219.65.6:4000/rtp/239.3.1.43:8176
内蒙卫视,http://123.113.237.160:8888/rtp/239.3.1.43:8176
内蒙卫视,http://175.150.152.34:9007/rtp/232.0.0.111:1234
北京卫视,http://123.113.14.115:8012/rtp/239.3.1.241:8000
北京卫视,http://123.113.187.204:8000/rtp/239.3.1.241:8000
北京卫视,http://123.117.36.74:4001/rtp/239.3.1.241:8000
北京卫视,http://221.219.65.6:4000/rtp/239.3.1.241:8000
北京卫视,http://111.196.191.248:5555/rtp/239.3.1.241:8000
北京卫视,http://111.193.238.245:8888/rtp/239.3.1.241:8000
北京卫视,http://123.113.237.160:8888/rtp/239.3.1.241:8000
北京卫视,http://115.171.216.91:4000/udp/225.1.8.21:8002
北京卫视,http://123.113.249.203:8888/rtp/239.3.1.241:8000
北京卫视,http://115.171.216.91:4000/udp/225.1.8.121:8002
南方卫视,http://115.171.216.91:4000/udp/225.1.8.225:5008
厦门卫视,http://115.171.216.91:4000/udp/225.1.8.166:4120
厦门卫视,http://123.113.187.204:8000/rtp/239.3.1.143:4120
厦门卫视,http://123.117.36.74:4001/rtp/239.3.1.143:4120
厦门卫视,http://221.219.65.6:4000/rtp/239.3.1.143:4120
厦门卫视,http://123.113.237.160:8888/rtp/239.3.1.143:4120
吉林卫视,http://175.150.152.34:9007/rtp/232.0.0.180:1234
吉林卫视,http://221.219.65.6:4000/rtp/239.3.1.240:8172
吉林卫视,http://111.196.191.248:5555/rtp/239.3.1.240:8172
吉林卫视,http://111.193.238.245:8888/rtp/239.3.1.240:8172
吉林卫视,http://123.117.36.74:4001/rtp/239.3.1.240:8172
吉林卫视,http://123.113.237.160:8888/rtp/239.3.1.240:8172
吉林卫视,http://123.113.249.203:8888/rtp/239.3.1.240:8172
吉林卫视,http://115.171.216.91:4000/udp/225.1.8.153:8200
四川卫视,http://221.219.65.6:4000/rtp/239.3.1.29:8288
四川卫视,http://123.113.237.160:8888/rtp/239.3.1.29:8288
四川卫视,http://115.171.216.91:4000/udp/225.1.8.142:8288
四川卫视,http://123.113.187.204:8000/rtp/239.3.1.29:8288
四川卫视,http://123.113.249.203:8888/rtp/239.3.1.29:8288
四川卫视,http://111.196.191.248:5555/rtp/239.3.1.29:8288
四川卫视,http://111.193.238.245:8888/rtp/239.3.1.29:8288
四川卫视,http://123.117.36.74:4001/rtp/239.3.1.29:8288
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234
天津卫视,http://111.196.191.248:5555/rtp/239.3.1.141:1234
天津卫视,http://221.219.65.6:4000/rtp/239.3.1.141:1234
天津卫视,http://123.117.36.74:4001/rtp/239.3.1.141:1234
天津卫视,http://123.113.237.160:8888/rtp/239.3.1.141:1234
天津卫视,http://111.193.238.245:8888/rtp/239.3.1.141:1234
天津卫视,http://115.171.216.91:4000/udp/225.1.8.48:8044
天津卫视,http://123.113.249.203:8888/rtp/239.3.1.141:1234
天津卫视,http://115.171.216.91:4000/udp/225.1.8.136:8144
宁夏卫视,http://123.113.249.203:8888/rtp/239.3.1.46:8124
宁夏卫视,http://123.113.237.160:8888/rtp/239.3.1.46:8124
宁夏卫视,http://115.171.216.91:4000/udp/225.1.8.159:8124
宁夏卫视,http://111.196.191.248:5555/rtp/239.3.1.46:8124
宁夏卫视,http://123.117.36.74:4001/rtp/239.3.1.46:8124
宁夏卫视,http://221.219.65.6:4000/rtp/239.3.1.46:8124
宁夏卫视,http://175.150.152.34:9007/rtp/232.0.0.34:1234
安徽卫视,http://42.57.170.12:9007/rtp/232.0.0.141:1234
安徽卫视,http://123.113.187.204:8000/rtp/239.3.1.211:8064
安徽卫视,http://111.196.191.248:5555/rtp/239.3.1.211:8064
安徽卫视,http://123.117.36.74:4001/rtp/239.3.1.211:8064
安徽卫视,http://221.219.65.6:4000/rtp/239.3.1.211:8064
安徽卫视,http://111.193.238.245:8888/rtp/239.3.1.211:8064
安徽卫视,http://123.113.237.160:8888/rtp/239.3.1.211:8064
安徽卫视,http://123.113.249.203:8888/rtp/239.3.1.211:8064
安徽卫视,http://115.171.216.91:4000/udp/225.1.8.52:8064
安徽卫视,http://115.171.216.91:4000/udp/225.1.8.135:8272
山东卫视,http://42.57.170.12:9007/rtp/232.0.0.131:1234
山东卫视,http://123.113.187.204:8000/rtp/239.3.1.209:8052
山东卫视,http://221.219.65.6:4000/rtp/239.3.1.209:8052
山东卫视,http://111.196.191.248:5555/rtp/239.3.1.209:8052
山东卫视,http://111.193.238.245:8888/rtp/239.3.1.209:8052
山东卫视,http://123.117.36.74:4001/rtp/239.3.1.209:8052
山东卫视,http://123.113.237.160:8888/rtp/239.3.1.209:8052
山东卫视,http://123.113.249.203:8888/rtp/239.3.1.209:8052
山东卫视,http://115.171.216.91:4000/udp/225.1.8.50:8052
山东卫视,http://115.171.216.91:4000/udp/225.1.8.138:8148
山东教育卫视,http://115.171.216.91:4000/udp/225.1.8.190:4120
山西卫视,http://123.113.237.160:8888/rtp/239.3.1.42:8172
山西卫视,http://115.171.216.91:4000/udp/225.1.8.155:8172
山西卫视,http://123.113.187.204:8000/rtp/239.3.1.42:8172
山西卫视,http://123.117.36.74:4001/rtp/239.3.1.42:8172
山西卫视,http://221.219.65.6:4000/rtp/239.3.1.42:8172
山西卫视,http://42.57.170.12:9007/rtp/232.0.0.86:1234
广东卫视,http://42.57.170.12:9007/rtp/232.0.0.130:1234
广东卫视,http://221.219.65.6:4000/rtp/239.3.1.142:8048
广东卫视,http://111.196.191.248:5555/rtp/239.3.1.142:8048
广东卫视,http://115.171.216.91:4000/udp/225.1.8.49:8048
广东卫视,http://123.113.187.204:8000/rtp/239.3.1.142:8048
广东卫视,http://123.113.237.160:8888/rtp/239.3.1.142:8048
广东卫视,http://111.193.238.245:8888/rtp/239.3.1.142:8048
广东卫视,http://123.117.36.74:4001/rtp/239.3.1.142:8048
广东卫视,http://123.113.249.203:8888/rtp/239.3.1.142:8048
延边卫视,http://175.150.152.34:9007/rtp/232.0.0.161:1234
延边卫视,http://42.57.170.12:9007/rtp/232.0.0.161:1234
江苏卫视,http://42.57.170.12:9007/rtp/232.0.0.116:1234
江苏卫视,http://111.196.191.248:5555/rtp/239.3.1.135:8028
江苏卫视,http://221.219.65.6:4000/rtp/239.3.1.135:8028
江苏卫视,http://123.113.187.204:8000/rtp/239.3.1.135:8028
江苏卫视,http://123.117.36.74:4001/rtp/239.3.1.135:8028
江苏卫视,http://123.113.237.160:8888/rtp/239.3.1.135:8028
江苏卫视,http://111.193.238.245:8888/rtp/239.3.1.135:8028
江苏卫视,http://115.171.216.91:4000/udp/225.1.8.44:8028
江苏卫视,http://115.171.216.91:4000/udp/225.1.8.134:8276
江西卫视,http://123.113.237.160:8888/rtp/239.3.1.123:8164
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164
江西卫视,http://123.117.36.74:4001/rtp/239.3.1.123:8164
江西卫视,http://221.219.65.6:4000/rtp/239.3.1.123:8164
江西卫视,http://111.193.238.245:8888/rtp/239.3.1.123:8164
江西卫视,http://123.113.249.203:8888/rtp/239.3.1.123:8164
江西卫视,http://111.196.191.248:5555/rtp/239.3.1.123:8164
江西卫视,http://115.171.216.91:4000/udp/225.1.1.9:8164
江西卫视,http://115.171.216.91:4000/udp/225.1.8.171:8166
河北卫视,http://111.193.238.245:8888/rtp/239.3.1.148:8072
河北卫视,http://221.219.65.6:4000/rtp/239.3.1.148:8072
河北卫视,http://123.113.187.204:8000/rtp/239.3.1.148:8072
河北卫视,http://111.196.191.248:5555/rtp/239.3.1.148:8072
河北卫视,http://123.117.36.74:4001/rtp/239.3.1.148:8072
河北卫视,http://123.113.237.160:8888/rtp/239.3.1.148:8072
河北卫视,http://115.171.216.91:4000/udp/225.1.8.76:8002
河北卫视,http://123.113.249.203:8888/rtp/239.3.1.148:8072
河南卫视,http://123.113.237.160:8888/rtp/239.3.1.27:8128
河南卫视,http://123.113.187.204:8000/rtp/239.3.1.27:8128
河南卫视,http://123.113.249.203:8888/rtp/239.3.1.27:8128
河南卫视,http://111.196.191.248:5555/rtp/239.3.1.27:8128
河南卫视,http://123.117.36.74:4001/rtp/239.3.1.27:8128
河南卫视,http://221.219.65.6:4000/rtp/239.3.1.27:8128
浙江卫视,http://42.57.170.12:9007/rtp/232.0.0.123:1234
浙江卫视,http://123.113.187.204:8000/rtp/239.3.1.137:8036
浙江卫视,http://111.196.191.248:5555/rtp/239.3.1.137:8036
浙江卫视,http://111.193.238.245:8888/rtp/239.3.1.137:8036
浙江卫视,http://123.117.36.74:4001/rtp/239.3.1.137:8036
浙江卫视,http://221.219.65.6:4000/rtp/239.3.1.137:8036
浙江卫视,http://123.113.237.160:8888/rtp/239.3.1.137:8036
浙江卫视,http://115.171.216.91:4000/udp/225.1.8.46:8036
浙江卫视,http://123.113.249.203:8888/rtp/239.3.1.137:8036
海南卫视,http://123.113.237.160:8888/rtp/239.3.1.45:8304
海南卫视,http://115.171.216.91:4000/udp/225.1.8.158:8304
海南卫视,http://123.113.249.203:8888/rtp/239.3.1.45:8304
海南卫视,http://123.117.36.74:4001/rtp/239.3.1.45:8304
海南卫视,http://221.219.65.6:4000/rtp/239.3.1.45:8304
深圳卫视,http://111.193.238.245:8888/rtp/239.3.1.134:8020
深圳卫视,http://123.113.187.204:8000/rtp/239.3.1.134:8020
深圳卫视,http://111.196.191.248:5555/rtp/239.3.1.134:8020
深圳卫视,http://123.117.36.74:4001/rtp/239.3.1.134:8020
深圳卫视,http://221.219.65.6:4000/rtp/239.3.1.134:8020
深圳卫视,http://123.113.237.160:8888/rtp/239.3.1.134:8020
深圳卫视,http://115.171.216.91:4000/udp/225.1.8.43:8020
深圳卫视,http://123.113.249.203:8888/rtp/239.3.1.134:8020
深圳卫视,http://115.171.216.91:4000/udp/225.1.8.145:9244
湖北卫视,http://42.57.170.12:9007/rtp/232.0.0.124:1234
湖北卫视,http://123.113.187.204:8000/rtp/239.3.1.138:8044
湖北卫视,http://221.219.65.6:4000/rtp/239.3.1.138:8044
